af-synthesis-af-synthesis_stb_50_180_1.wcnf.gz,130
af-synthesis-af-synthesis_stb_50_180_2.wcnf.gz,115
af-synthesis-af-synthesis_stb_50_200_4.wcnf.gz,105
af-synthesis-af-synthesis_stb_50_20_8.wcnf.gz,120
af-synthesis-af-synthesis_stb_50_40_8.wcnf.gz,117
af-synthesis-af-synthesis_stb_50_40_9.wcnf.gz,132
af-synthesis-af-synthesis_stb_50_60_3.wcnf.gz,115
af-synthesis-af-synthesis_stb_50_80_3.wcnf.gz,113
af-synthesis-af-synthesis_stb_50_80_7.wcnf.gz,115
binaryNN-bnn_mnist_30_label3_adversarial_norm_inf_totalizer.wcnf.gz,1
binaryNN-bnn_mnist_35_label2_adversarial_norm_inf_totalizer.wcnf.gz,1
binaryNN-bnn_mnist_back_image_4_label0_adversarial_norm_inf_totalizer.wcnf.gz,85
binaryNN-bnn_mnist_rot_7_label2_adversarial_norm_inf_totalizer.wcnf.gz,1
causal-discovery-causal_Autos_8_159.wcnf.gz,707611
causal-discovery-causal_Heart_10_212.wcnf.gz,1453924
causal-discovery-causal_Horse_9_300.wcnf.gz,1811907
causal-discovery-causal_Link_10_1000.wcnf.gz,1917853
causal-discovery-causal_Water_10_1000.wcnf.gz,11339025
causal-discovery-causal_alarm_9_1000.wcnf.gz,1233992
causal-discovery-causal_carpo_9_10000.wcnf.gz,1223386
causal-discovery-causal_insurance_9_100.wcnf.gz,3211332
correlation-clustering-Rounded_CorrelationClustering_Ecoli_BINARY_N220_D0.200.wcnf.gz,12889477
correlation-clustering-Rounded_CorrelationClustering_Ecoli_BINARY_N240_D0.200.wcnf.gz,17545744
correlation-clustering-Rounded_CorrelationClustering_Ecoli_BINARY_N280_D0.200.wcnf.gz,27388625
correlation-clustering-Rounded_CorrelationClustering_Ecoli_BINARY_N300_D0.200.wcnf.gz,28106754
correlation-clustering-Rounded_CorrelationClustering_Ionosphere_BINARY_N280_D0.200.wcnf.gz,7184364
correlation-clustering-Rounded_CorrelationClustering_Ionosphere_BINARY_N300_D0.200.wcnf.gz,8112613
correlation-clustering-Rounded_CorrelationClustering_Protein1_UNARY_N230.wcnf.gz,12362340
correlation-clustering-Rounded_CorrelationClustering_Protein1_UNARY_N250.wcnf.gz,14205411
correlation-clustering-Rounded_CorrelationClustering_Protein1_UNARY_N270.wcnf.gz,16380218
correlation-clustering-Rounded_CorrelationClustering_Protein1_UNARY_N290.wcnf.gz,17980608
correlation-clustering-Rounded_CorrelationClustering_Protein2_BINARY_N400.wcnf.gz,39856439
correlation-clustering-Rounded_CorrelationClustering_Protein2_UNARY_N180.wcnf.gz,10835167
correlation-clustering-Rounded_CorrelationClustering_Protein2_UNARY_N200.wcnf.gz,12682853
correlation-clustering-Rounded_CorrelationClustering_Protein2_UNARY_N220.wcnf.gz,13727551
correlation-clustering-Rounded_CorrelationClustering_Protein2_UNARY_N240.wcnf.gz,16334269
correlation-clustering-Rounded_CorrelationClustering_Protein3_UNARY_N220.wcnf.gz,13890288
correlation-clustering-Rounded_CorrelationClustering_Protein3_UNARY_N240.wcnf.gz,15173042
correlation-clustering-Rounded_CorrelationClustering_Protein3_UNARY_N260.wcnf.gz,17910180
correlation-clustering-Rounded_CorrelationClustering_Protein3_UNARY_N300.wcnf.gz,25313272
correlation-clustering-Rounded_CorrelationClustering_Protein4_BINARY_N380.wcnf.gz,16428528
correlation-clustering-Rounded_CorrelationClustering_Protein4_UNARY_N210.wcnf.gz,4170771
correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200.wcnf.gz,83139392
correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N760_D0.200.wcnf.gz,100430662
correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N800_D0.200.wcnf.gz,95373606
hs-timetabling-BrazilInstance1.xml.wcnf.gz,38
hs-timetabling-BrazilInstance2.xml.wcnf.gz,5
hs-timetabling-BrazilInstance4.xml.wcnf.gz,58
hs-timetabling-BrazilInstance5.xml.wcnf.gz,17
hs-timetabling-BrazilInstance6.xml.wcnf.gz,54
hs-timetabling-BrazilInstance7.xml.wcnf.gz,109
hs-timetabling-FinlandSecondarySchool.xml.wcnf.gz,115
hs-timetabling-ItalyInstance4.xml.wcnf.gz,35
lisbon-wedding-lisbon-wedding-1-17.wcnf.gz,-1
lisbon-wedding-lisbon-wedding-1-19.wcnf.gz,-1
lisbon-wedding-lisbon-wedding-10-19.wcnf.gz,380
lisbon-wedding-lisbon-wedding-2-17.wcnf.gz,-1
lisbon-wedding-lisbon-wedding-2-18.wcnf.gz,1137
lisbon-wedding-lisbon-wedding-3-19.wcnf.gz,-1
lisbon-wedding-lisbon-wedding-4-17.wcnf.gz,803
lisbon-wedding-lisbon-wedding-4-19.wcnf.gz,806
lisbon-wedding-lisbon-wedding-5-19.wcnf.gz,805
lisbon-wedding-lisbon-wedding-6-19.wcnf.gz,805
lisbon-wedding-lisbon-wedding-7-17.wcnf.gz,420
lisbon-wedding-lisbon-wedding-7-19.wcnf.gz,424
lisbon-wedding-lisbon-wedding-8-17.wcnf.gz,395
lisbon-wedding-lisbon-wedding-8-19.wcnf.gz,399
lisbon-wedding-lisbon-wedding-9-19.wcnf.gz,398
max-realizability-power-distribution_10_7.wcnf.gz,60
max-realizability-power-distribution_10_8.wcnf.gz,60
max-realizability-power-distribution_11_7.wcnf.gz,126
max-realizability-power-distribution_11_8.wcnf.gz,126
max-realizability-power-distribution_12_7.wcnf.gz,216
max-realizability-power-distribution_12_8.wcnf.gz,216
max-realizability-power-distribution_2_8.wcnf.gz,10
max-realizability-power-distribution_7_8.wcnf.gz,18
max-realizability-power-distribution_8_8.wcnf.gz,40
max-realizability-power-distribution_9_8.wcnf.gz,18
max-realizability-robot-navigation_10.wcnf.gz,14
maxcut-brock200_4.clq.wcnf.gz,1105
maxcut-brock400_3.clq.wcnf.gz,1259
maxcut-brock800_3.clq.wcnf.gz,1079
maxcut-hamming6-2.clq.wcnf.gz,4391
maxcut-johnson8-4-4.clq.wcnf.gz,4154
maxcut-p_hat500-3.clq.wcnf.gz,1501
maxcut-p_hat700-3.clq.wcnf.gz,1432
maxcut-san200_0.7_1.clq.wcnf.gz,1256
maxcut-sanr200_0.7.clq.wcnf.gz,1171
metro-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted.wcnf.gz,138
min-width-MinWidthCB_milan_200_12_1k_10s_1t_12.wcnf.gz,92434
min-width-MinWidthCB_mitdbsample_100_43_1k_5s_2t_7.wcnf.gz,31410
min-width-MinWidthCB_mitdbsample_200_26_1k_2s_2t_4.wcnf.gz,30015
min-width-MinWidthCB_mitdbsample_200_43_1k_10s_2t_12.wcnf.gz,39945
min-width-MinWidthCB_mitdbsample_300_26_1k_6s_1t_8.wcnf.gz,30860
min-width-MinWidthCB_mitdbsample_300_26_1k_6s_2t_6.wcnf.gz,28035
min-width-MinWidthCB_mitdbsample_300_32_1k_15s_2t_17.wcnf.gz,25940
min-width-MinWidthCB_mitdbsample_300_32_1k_6s_1t_8.wcnf.gz,32180
min-width-MinWidthCB_mitdbsample_300_32_1k_6s_2t_8.wcnf.gz,31315
min-width-MinWidthCB_mitdbsample_300_43_1k_3s_1t_5.wcnf.gz,47280
min-width-MinWidthCB_mitdbsample_300_43_1k_3s_2t_3.wcnf.gz,45705
min-width-MinWidthCB_mitdbsample_300_64_1k_15s_2t_17.wcnf.gz,59400
min-width-MinWidthCB_mitdbsample_300_64_1k_6s_1t_8.wcnf.gz,75180
min-width-MinWidthCB_power_600_24_1k_12s_2t_14.wcnf.gz,73681
mpe-random-net-30-6_network-4.net.wcnf.gz,24362
mpe-random-net-40-5_network-10.net.wcnf.gz,32686
mpe-random-net-40-5_network-7.net.wcnf.gz,35573
mpe-random-net-50-5_network-10.net.wcnf.gz,41721
mpe-random-net-50-5_network-4.net.wcnf.gz,43082
mpe-random-net-50-5_network-9.net.wcnf.gz,44178
pseudoBoolean-normalized-mps-v2-20-10-cracpb1.opb.msat.wcnf.gz,22199
pseudoBoolean-normalized-mps-v2-20-10-l152lav.opb.msat.wcnf.gz,-1
pseudoBoolean-normalized-mps-v2-20-10-lp4l.opb.msat.wcnf.gz,3152
pseudoBoolean-normalized-mps-v2-20-10-mod008.opb.msat.wcnf.gz,307
pseudoBoolean-normalized-mps-v2-20-10-mod010.opb.msat.wcnf.gz,-1
pseudoBoolean-normalized-mps-v2-20-10-p0548.opb.msat.wcnf.gz,10140
pseudoBoolean-normalized-mps-v2-20-10-sentoy.opb.msat.wcnf.gz,1785
railroad_sc-rail2536.wcnf.gz,689
railroad_sc-rail4284.wcnf.gz,1279
railroad_sc-rail4872.wcnf.gz,2162
railroad_scheduling-MultiDay_2_weighted.wcnf.gz,461782
railroad_scheduling-MultiDay_3_weighted.wcnf.gz,1056276
railroad_scheduling-MultiDay_4_weighted.wcnf.gz,2022668
railroad_scheduling-SingleDay_37_weighted.wcnf.gz,44250946
railway-transport-bf2030fvslack.wcnf.gz,245250
railway-transport-r11.wcnf.gz,48825493
railway-transport-wg2.wcnf.gz,78
ramsey-ram_k3_n13.ra1.wcnf.gz,1417
ramsey-ram_k3_n14.ra1.wcnf.gz,3025
ramsey-ram_k3_n15.ra1.wcnf.gz,4884
ramsey-ram_k3_n16.ra1.wcnf.gz,7271
ramsey-ram_k3_n17.ra1.wcnf.gz,10372
ramsey-ram_k3_n18.ra1.wcnf.gz,15621
ramsey-ram_k3_n19.ra1.wcnf.gz,20665
ramsey-ram_k3_n20.ra1.wcnf.gz,23898
ramsey-ram_k4_n18.ra1.wcnf.gz,313
ramsey-ram_k4_n19.ra1.wcnf.gz,1075
ramsey-ram_k4_n20.ra1.wcnf.gz,2635
scSequencing-simNo_1-s_15-m_300-n_300-fp_0.01-fn_0.20.wcnf.gz,8412990598493466
scSequencing-simNo_2-s_5-m_300-n_300-fp_0.01-fn_0.20.wcnf.gz,12522730322858662
scSequencing-simNo_6-s_5-m_100-n_500-fp_0.0001-fn_0.20.wcnf.gz,949478456536992
scSequencing-simNo_8-s_5-m_100-n_500-fp_0.0001-fn_0.20.wcnf.gz,660351384442107
scSequencing-simNo_9-s_15-m_300-n_300-fp_0.0001-fn_0.20.wcnf.gz,1933421698075122
set-covering-scpnrg1_weighted.wcnf.gz,177
set-covering-scpnrg2_weighted.wcnf.gz,154
set-covering-scpnrg3_weighted.wcnf.gz,168
set-covering-scpnrg4_weighted.wcnf.gz,171
set-covering-scpnrg5_weighted.wcnf.gz,172
set-covering-scpnrh1_weighted.wcnf.gz,64
set-covering-scpnrh2_weighted.wcnf.gz,64
set-covering-scpnrh3_weighted.wcnf.gz,59
set-covering-scpnrh4_weighted.wcnf.gz,58
set-covering-scpnrh5_weighted.wcnf.gz,55
shiftdesign-limits-10-10_data-2_inst-003_30m.sm-extracted.wcnf.gz,29513967
shiftdesign-limits-10-10_data-2_inst-025_30m.sm-extracted.wcnf.gz,42366243
shiftdesign-limits-10-10_data-2_inst-030_30m.sm-extracted.wcnf.gz,33006575
shiftdesign-limits-10-10_data-4_inst-003_60m.sm-extracted.wcnf.gz,9547398
spot5-1407.wcsp.log.wcnf.gz,459570
staff-scheduling-instance10.wcnf.gz,5302
staff-scheduling-instance11.wcnf.gz,3568
staff-scheduling-instance12.wcnf.gz,5295
staff-scheduling-instance2.wcnf.gz,828
staff-scheduling-instance3.wcnf.gz,1011
staff-scheduling-instance4.wcnf.gz,1716
staff-scheduling-instance5.wcnf.gz,1201
staff-scheduling-instance6.wcnf.gz,2044
staff-scheduling-instance7.wcnf.gz,1138
staff-scheduling-instance8.wcnf.gz,1458
staff-scheduling-instance9.wcnf.gz,704
tcp-tcp_students_105_it_2.wcnf.gz,2547
tcp-tcp_students_105_it_6.wcnf.gz,2994
tcp-tcp_students_112_it_13.wcnf.gz,2958
tcp-tcp_students_112_it_5.wcnf.gz,3366
tcp-tcp_students_112_it_9.wcnf.gz,2955
tcp-tcp_students_98_it_11.wcnf.gz,2694
tcp-tcp_students_98_it_14.wcnf.gz,3063
tcp-tcp_students_98_it_15.wcnf.gz,3141
tcp-tcp_students_98_it_2.wcnf.gz,2580
timetabling-comp01.wcnf.gz,-1
timetabling-comp02.wcnf.gz,24
timetabling-comp05.wcnf.gz,406
timetabling-comp06.lp.sm-extracted.wcnf.gz,14
timetabling-comp07.wcnf.gz,6
timetabling-comp09.wcnf.gz,96
timetabling-comp12.wcnf.gz,374
timetabling-comp15.wcnf.gz,67
timetabling-comp18.wcnf.gz,62
timetabling-comp21.wcnf.gz,79
timetabling-dds4.wcnf.gz,-1
timetabling-test1.wcnf.gz,-1
timetabling-test3.wcnf.gz,97
timetabling-test4.wcnf.gz,158
